TITLE = "zone1"
Variables="X", "Y", "U", "ref", "err"
0.020000 1.000000 1.000000 0 0
0.040000 0.000000 1.000000 0 0
0.040000 0.020000 1.000000 0 0
0.040000 0.040000 1.000000 0 0
0.040000 0.060000 1.000000 0 0
0.040000 0.080000 1.000000 0 0
0.040000 0.100000 1.000000 0 0
0.040000 0.120000 1.000000 0 0
0.040000 0.140000 1.000000 0 0
0.040000 0.160000 1.000000 0 0
0.040000 0.180000 1.000000 0 0
0.040000 0.200000 1.000000 0 0
0.040000 0.220000 1.000000 0 0
0.040000 0.240000 1.000000 0 0
0.040000 0.260000 1.000000 0 0
0.040000 0.280000 1.000000 0 0
0.040000 0.300000 1.000000 0 0
0.040000 0.320000 1.000000 0 0
0.040000 0.340000 1.000000 0 0
0.040000 0.360000 1.000000 0 0
0.040000 0.380000 1.000000 0 0
0.040000 0.400000 1.000000 0 0
0.040000 0.420000 1.000000 0 0
0.040000 0.440000 1.000000 0 0
0.040000 0.460000 1.000000 0 0
0.040000 0.480000 1.000000 0 0
0.040000 0.500000 1.000000 0 0
0.040000 0.520000 1.000000 0 0
0.040000 0.540000 1.000000 0 0
0.040000 0.560000 1.000000 0 0
0.040000 0.580000 1.000000 0 0
0.040000 0.600000 1.000000 0 0
0.040000 0.620000 1.000000 0 0
0.040000 0.640000 1.000000 0 0
0.040000 0.660000 1.000000 0 0
0.040000 0.680000 1.000000 0 0
0.040000 0.700000 1.000000 0 0
0.040000 0.720000 1.000000 0 0
0.040000 0.740000 1.000000 0 0
0.040000 0.760000 1.000000 0 0
0.040000 0.780000 1.000000 0 0
0.040000 0.800000 1.000000 0 0
0.040000 0.820000 1.000000 0 0
0.040000 0.840000 1.000000 0 0
0.040000 0.860000 1.000000 0 0
0.040000 0.880000 1.000000 0 0
0.040000 0.900000 1.000000 0 0
0.040000 0.920000 1.000000 0 0
0.040000 0.940000 1.000000 0 0
0.040000 0.960000 1.000000 0 0
0.040000 0.980000 1.000000 0 0
0.040000 1.000000 1.000000 0 0
0.060000 0.000000 1.000000 0 0
0.060000 0.020000 1.000000 0 0
0.060000 0.040000 1.000000 0 0
0.060000 0.060000 1.000000 0 0
0.060000 0.080000 1.000000 0 0
0.060000 0.100000 1.000000 0 0
0.060000 0.120000 1.000000 0 0
0.060000 0.140000 1.000000 0 0
0.060000 0.160000 1.000000 0 0
0.060000 0.180000 1.000000 0 0
0.060000 0.200000 1.000000 0 0
0.060000 0.220000 1.000000 0 0
0.060000 0.240000 1.000000 0 0
0.060000 0.260000 1.000000 0 0
0.060000 0.280000 1.000000 0 0
0.060000 0.300000 1.000000 0 0
0.060000 0.320000 1.000000 0 0
0.060000 0.340000 1.000000 0 0
0.060000 0.360000 1.000000 0 0
0.060000 0.380000 1.000000 0 0
0.060000 0.400000 1.000000 0 0
0.060000 0.420000 1.000000 0 0
0.060000 0.440000 1.000000 0 0
0.060000 0.460000 1.000000 0 0
0.060000 0.480000 1.000000 0 0
0.060000 0.500000 1.000000 0 0
0.060000 0.520000 1.000000 0 0
0.060000 0.540000 1.000000 0 0
0.060000 0.560000 1.000000 0 0
0.060000 0.580000 1.000000 0 0
0.060000 0.600000 1.000000 0 0
0.060000 0.620000 1.000000 0 0
0.060000 0.640000 1.000000 0 0
0.060000 0.660000 1.000000 0 0
0.060000 0.680000 1.000000 0 0
0.060000 0.700000 1.000000 0 0
0.060000 0.720000 1.000000 0 0
0.060000 0.740000 1.000000 0 0
0.060000 0.760000 1.000000 0 0
0.060000 0.780000 1.000000 0 0
0.060000 0.800000 1.000000 0 0
0.060000 0.820000 1.000000 0 0
0.060000 0.840000 1.000000 0 0
0.060000 0.860000 1.000000 0 0
0.060000 0.880000 1.000000 0 0
0.060000 0.900000 1.000000 0 0
0.060000 0.920000 1.000000 0 0
0.060000 0.940000 1.000000 0 0
0.060000 0.960000 1.000000 0 0
0.060000 0.980000 1.000000 0 0
0.060000 1.000000 1.000000 0 0
0.080000 0.000000 1.000000 0 0
0.080000 0.020000 1.000000 0 0
0.080000 0.040000 1.000000 0 0
0.080000 0.060000 1.000000 0 0
0.080000 0.080000 1.000000 0 0
0.080000 0.100000 1.000000 0 0
0.080000 0.120000 1.000000 0 0
0.080000 0.140000 1.000000 0 0
0.080000 0.160000 1.000000 0 0
0.080000 0.180000 1.000000 0 0
0.080000 0.200000 1.000000 0 0
0.080000 0.220000 1.000000 0 0
0.080000 0.240000 1.000000 0 0
0.080000 0.260000 1.000000 0 0
0.080000 0.280000 1.000000 0 0
0.080000 0.300000 1.000000 0 0
0.080000 0.320000 1.000000 0 0
0.080000 0.340000 1.000000 0 0
0.080000 0.360000 1.000000 0 0
0.080000 0.380000 1.000000 0 0
0.080000 0.400000 1.000000 0 0
0.080000 0.420000 1.000000 0 0
0.080000 0.440000 1.000000 0 0
0.080000 0.460000 1.000000 0 0
0.080000 0.480000 1.000000 0 0
0.080000 0.500000 1.000000 0 0
0.080000 0.520000 1.000000 0 0
0.080000 0.540000 1.000000 0 0
0.080000 0.560000 1.000000 0 0
0.080000 0.580000 1.000000 0 0
0.080000 0.600000 1.000000 0 0
0.080000 0.620000 1.000000 0 0
0.080000 0.640000 1.000000 0 0
0.080000 0.660000 1.000000 0 0
0.080000 0.680000 1.000000 0 0
0.080000 0.700000 1.000000 0 0
0.080000 0.720000 1.000000 0 0
0.080000 0.740000 1.000000 0 0
0.080000 0.760000 1.000000 0 0
0.080000 0.780000 1.000000 0 0
0.080000 0.800000 1.000000 0 0
0.080000 0.820000 1.000000 0 0
0.080000 0.840000 1.000000 0 0
0.080000 0.860000 1.000000 0 0
0.080000 0.880000 1.000000 0 0
0.080000 0.900000 1.000000 0 0
0.080000 0.920000 1.000000 0 0
0.080000 0.940000 1.000000 0 0
0.080000 0.960000 1.000000 0 0
0.080000 0.980000 1.000000 0 0
0.080000 1.000000 1.000000 0 0
0.100000 0.000000 1.000000 0 0
0.100000 0.020000 1.000000 0 0
0.100000 0.040000 1.000000 0 0
0.100000 0.060000 1.000000 0 0
0.100000 0.080000 1.000000 0 0
0.100000 0.100000 1.000000 0 0
0.100000 0.120000 1.000000 0 0
0.100000 0.140000 1.000000 0 0
0.100000 0.160000 1.000000 0 0
0.100000 0.180000 1.000000 0 0
0.100000 0.200000 1.000000 0 0
0.100000 0.220000 1.000000 0 0
0.100000 0.240000 1.000000 0 0
0.100000 0.260000 1.000000 0 0
0.100000 0.280000 1.000000 0 0
0.100000 0.300000 1.000000 0 0
0.100000 0.320000 1.000000 0 0
0.100000 0.340000 1.000000 0 0
0.100000 0.360000 1.000000 0 0
0.100000 0.380000 1.000000 0 0
0.100000 0.400000 1.000000 0 0
0.100000 0.420000 1.000000 0 0
0.100000 0.440000 1.000000 0 0
0.100000 0.460000 1.000000 0 0
0.100000 0.480000 1.000000 0 0
0.100000 0.500000 1.000000 0 0
0.100000 0.520000 1.000000 0 0
0.100000 0.540000 1.000000 0 0
0.100000 0.560000 1.000000 0 0
0.100000 0.580000 1.000000 0 0
0.100000 0.600000 1.000000 0 0
0.100000 0.620000 1.000000 0 0
0.100000 0.640000 1.000000 0 0
0.100000 0.660000 1.000000 0 0
0.100000 0.680000 1.000000 0 0
0.100000 0.700000 1.000000 0 0
0.100000 0.720000 1.000000 0 0
0.100000 0.740000 1.000000 0 0
0.100000 0.760000 1.000000 0 0
0.100000 0.780000 1.000000 0 0
0.100000 0.800000 1.000000 0 0
0.100000 0.820000 1.000000 0 0
0.100000 0.840000 1.000000 0 0
0.100000 0.860000 1.000000 0 0
0.100000 0.880000 1.000000 0 0
0.100000 0.900000 1.000000 0 0
0.100000 0.920000 1.000000 0 0
0.100000 0.940000 1.000000 0 0
0.100000 0.960000 1.000000 0 0
0.100000 0.980000 1.000000 0 0
0.100000 1.000000 1.000000 0 0
0.120000 0.000000 1.000000 0 0
0.120000 0.020000 1.000000 0 0
0.120000 0.040000 1.000000 0 0
0.120000 0.060000 1.000000 0 0
0.120000 0.080000 1.000000 0 0
0.120000 0.100000 1.000000 0 0
0.120000 0.120000 1.000000 0 0
0.120000 0.140000 1.000000 0 0
0.120000 0.160000 1.000000 0 0
0.120000 0.180000 1.000000 0 0
0.120000 0.200000 1.000000 0 0
0.120000 0.220000 1.000000 0 0
0.120000 0.240000 1.000000 0 0
0.120000 0.260000 1.000000 0 0
0.120000 0.280000 1.000000 0 0
0.120000 0.300000 1.000000 0 0
0.120000 0.320000 1.000000 0 0
0.120000 0.340000 1.000000 0 0
0.120000 0.360000 1.000000 0 0
0.120000 0.380000 1.000000 0 0
0.120000 0.400000 1.000000 0 0
0.120000 0.420000 1.000000 0 0
0.120000 0.440000 1.000000 0 0
0.120000 0.460000 1.000000 0 0
0.120000 0.480000 1.000000 0 0
0.120000 0.500000 1.000000 0 0
0.120000 0.520000 1.000000 0 0
0.120000 0.540000 1.000000 0 0
0.120000 0.560000 1.000000 0 0
0.120000 0.580000 1.000000 0 0
0.120000 0.600000 1.000000 0 0
0.120000 0.620000 1.000000 0 0
0.120000 0.640000 1.000000 0 0
0.120000 0.660000 1.000000 0 0
0.120000 0.680000 1.000000 0 0
0.120000 0.700000 1.000000 0 0
0.120000 0.720000 1.000000 0 0
0.120000 0.740000 1.000000 0 0
0.120000 0.760000 1.000000 0 0
0.120000 0.780000 1.000000 0 0
0.120000 0.800000 1.000000 0 0
0.120000 0.820000 1.000000 0 0
0.120000 0.840000 1.000000 0 0
0.120000 0.860000 1.000000 0 0
0.120000 0.880000 1.000000 0 0
0.120000 0.900000 1.000000 0 0
0.120000 0.920000 1.000000 0 0
0.120000 0.940000 1.000000 0 0
0.120000 0.960000 1.000000 0 0
0.120000 0.980000 1.000000 0 0
0.120000 1.000000 1.000000 0 0
0.140000 0.000000 1.000000 0 0
0.140000 0.020000 1.000000 0 0
0.140000 0.040000 1.000000 0 0
0.140000 0.060000 1.000000 0 0
0.140000 0.080000 1.000000 0 0
0.140000 0.100000 1.000000 0 0
0.140000 0.120000 1.000000 0 0
0.140000 0.140000 1.000000 0 0
0.140000 0.160000 1.000000 0 0
0.140000 0.180000 1.000000 0 0
0.140000 0.200000 1.000000 0 0
0.140000 0.220000 1.000000 0 0
0.140000 0.240000 1.000000 0 0
0.140000 0.260000 1.000000 0 0
0.140000 0.280000 1.000000 0 0
0.140000 0.300000 1.000000 0 0
0.140000 0.320000 1.000000 0 0
0.140000 0.340000 1.000000 0 0
0.140000 0.360000 1.000000 0 0
0.140000 0.380000 1.000000 0 0
0.140000 0.400000 1.000000 0 0
0.140000 0.420000 1.000000 0 0
0.140000 0.440000 1.000000 0 0
0.140000 0.460000 1.000000 0 0
0.140000 0.480000 1.000000 0 0
0.140000 0.500000 1.000000 0 0
0.140000 0.520000 1.000000 0 0
0.140000 0.540000 1.000000 0 0
0.140000 0.560000 1.000000 0 0
0.140000 0.580000 1.000000 0 0
0.140000 0.600000 1.000000 0 0
0.140000 0.620000 1.000000 0 0
0.140000 0.640000 1.000000 0 0
0.140000 0.660000 1.000000 0 0
0.140000 0.680000 1.000000 0 0
0.140000 0.700000 1.000000 0 0
0.140000 0.720000 1.000000 0 0
0.140000 0.740000 1.000000 0 0
0.140000 0.760000 1.000000 0 0
0.140000 0.780000 1.000000 0 0
0.140000 0.800000 1.000000 0 0
0.140000 0.820000 1.000000 0 0
0.140000 0.840000 1.000000 0 0
0.140000 0.860000 1.000000 0 0
0.140000 0.880000 1.000000 0 0
0.140000 0.900000 1.000000 0 0
0.140000 0.920000 1.000000 0 0
0.140000 0.940000 1.000000 0 0
0.140000 0.960000 1.000000 0 0
0.140000 0.980000 1.000000 0 0
0.140000 1.000000 1.000000 0 0
0.160000 0.000000 1.000000 0 0
0.160000 0.020000 1.000000 0 0
0.160000 0.040000 1.000000 0 0
0.160000 0.060000 1.000000 0 0
0.160000 0.080000 1.000000 0 0
0.160000 0.100000 1.000000 0 0
0.160000 0.120000 1.000000 0 0
0.160000 0.140000 1.000000 0 0
0.160000 0.160000 1.000000 0 0
0.160000 0.180000 1.000000 0 0
0.160000 0.200000 1.000000 0 0
0.160000 0.220000 1.000000 0 0
0.160000 0.240000 1.000000 0 0
0.160000 0.260000 1.000000 0 0
0.160000 0.280000 1.000000 0 0
0.160000 0.300000 1.000000 0 0
0.160000 0.320000 1.000000 0 0
0.160000 0.340000 1.000000 0 0
0.160000 0.360000 1.000000 0 0
0.160000 0.380000 1.000000 0 0
0.160000 0.400000 1.000000 0 0
0.160000 0.420000 1.000000 0 0
0.160000 0.440000 1.000000 0 0
0.160000 0.460000 1.000000 0 0
0.160000 0.480000 1.000000 0 0
0.160000 0.500000 1.000000 0 0
0.160000 0.520000 1.000000 0 0
0.160000 0.540000 1.000000 0 0
0.160000 0.560000 1.000000 0 0
0.160000 0.580000 1.000000 0 0
0.160000 0.600000 1.000000 0 0
0.160000 0.620000 1.000000 0 0
0.160000 0.640000 1.000000 0 0
0.160000 0.660000 1.000000 0 0
0.160000 0.680000 1.000000 0 0
0.160000 0.700000 1.000000 0 0
0.160000 0.720000 1.000000 0 0
0.160000 0.740000 1.000000 0 0
0.160000 0.760000 1.000000 0 0
0.160000 0.780000 1.000000 0 0
0.160000 0.800000 1.000000 0 0
0.160000 0.820000 1.000000 0 0
0.160000 0.840000 1.000000 0 0
0.160000 0.860000 1.000000 0 0
0.160000 0.880000 1.000000 0 0
0.160000 0.900000 1.000000 0 0
0.160000 0.920000 1.000000 0 0
0.160000 0.940000 1.000000 0 0
0.160000 0.960000 1.000000 0 0
0.160000 0.980000 1.000000 0 0
0.160000 1.000000 1.000000 0 0
0.180000 0.000000 1.000000 0 0
0.180000 0.020000 1.000000 0 0
0.180000 0.040000 1.000000 0 0
0.180000 0.060000 1.000000 0 0
0.180000 0.080000 1.000000 0 0
0.180000 0.100000 1.000000 0 0
0.180000 0.120000 1.000000 0 0
0.180000 0.140000 1.000000 0 0
0.180000 0.160000 1.000000 0 0
0.180000 0.180000 1.000000 0 0
0.180000 0.200000 1.000000 0 0
0.180000 0.220000 1.000000 0 0
0.180000 0.240000 1.000000 0 0
0.180000 0.260000 1.000000 0 0
0.180000 0.280000 1.000000 0 0
0.180000 0.300000 1.000000 0 0
0.180000 0.320000 1.000000 0 0
0.180000 0.340000 1.000000 0 0
0.180000 0.360000 1.000000 0 0
0.180000 0.380000 1.000000 0 0
0.180000 0.400000 1.000000 0 0
0.180000 0.420000 1.000000 0 0
0.180000 0.440000 1.000000 0 0
0.180000 0.460000 1.000000 0 0
0.180000 0.480000 1.000000 0 0
0.180000 0.500000 1.000000 0 0
0.180000 0.520000 1.000000 0 0
0.180000 0.540000 1.000000 0 0
0.180000 0.560000 1.000000 0 0
0.180000 0.580000 1.000000 0 0
0.180000 0.600000 1.000000 0 0
0.180000 0.620000 1.000000 0 0
0.180000 0.640000 1.000000 0 0
0.180000 0.660000 1.000000 0 0
0.180000 0.680000 1.000000 0 0
0.180000 0.700000 1.000000 0 0
0.180000 0.720000 1.000000 0 0
0.180000 0.740000 1.000000 0 0
0.180000 0.760000 1.000000 0 0
0.180000 0.780000 1.000000 0 0
0.180000 0.800000 1.000000 0 0
0.180000 0.820000 1.000000 0 0
0.180000 0.840000 1.000000 0 0
0.180000 0.860000 1.000000 0 0
0.180000 0.880000 1.000000 0 0
0.180000 0.900000 1.000000 0 0
0.180000 0.920000 1.000000 0 0
0.180000 0.940000 1.000000 0 0
0.180000 0.960000 1.000000 0 0
0.180000 0.980000 1.000000 0 0
0.180000 1.000000 1.000000 0 0
0.200000 0.000000 1.000000 0 0
0.200000 0.020000 1.000000 0 0
0.200000 0.040000 1.000000 0 0
0.200000 0.060000 1.000000 0 0
0.200000 0.080000 1.000000 0 0
0.200000 0.100000 1.000000 0 0
0.200000 0.120000 1.000000 0 0
0.200000 0.140000 1.000000 0 0
0.200000 0.160000 1.000000 0 0
0.200000 0.180000 1.000000 0 0
0.200000 0.200000 1.000000 0 0
0.200000 0.220000 1.000000 0 0
0.200000 0.240000 1.000000 0 0
0.200000 0.260000 1.000000 0 0
0.200000 0.280000 1.000000 0 0
0.200000 0.300000 1.000000 0 0
0.200000 0.320000 1.000000 0 0
0.200000 0.340000 1.000000 0 0
0.200000 0.360000 1.000000 0 0
0.200000 0.380000 1.000000 0 0
0.200000 0.400000 1.000000 0 0
0.200000 0.420000 1.000000 0 0
0.200000 0.440000 1.000000 0 0
0.200000 0.460000 1.000000 0 0
0.200000 0.480000 1.000000 0 0
0.200000 0.500000 1.000000 0 0
0.200000 0.520000 1.000000 0 0
0.200000 0.540000 1.000000 0 0
0.200000 0.560000 1.000000 0 0
0.200000 0.580000 1.000000 0 0
0.200000 0.600000 1.000000 0 0
0.200000 0.620000 1.000000 0 0
0.200000 0.640000 1.000000 0 0
0.200000 0.660000 1.000000 0 0
0.200000 0.680000 1.000000 0 0
0.200000 0.700000 1.000000 0 0
0.200000 0.720000 1.000000 0 0
0.200000 0.740000 1.000000 0 0
0.200000 0.760000 1.000000 0 0
0.200000 0.780000 1.000000 0 0
0.200000 0.800000 1.000000 0 0
0.200000 0.820000 1.000000 0 0
0.200000 0.840000 1.000000 0 0
0.200000 0.860000 1.000000 0 0
0.200000 0.880000 1.000000 0 0
0.200000 0.900000 1.000000 0 0
0.200000 0.920000 1.000000 0 0
0.200000 0.940000 1.000000 0 0
0.200000 0.960000 1.000000 0 0
0.200000 0.980000 1.000000 0 0
0.200000 1.000000 1.000000 0 0
0.220000 0.000000 1.000000 0 0
0.220000 0.020000 1.000000 0 0
0.220000 0.040000 1.000000 0 0
0.220000 0.060000 1.000000 0 0
0.220000 0.080000 1.000000 0 0
0.220000 0.100000 1.000000 0 0
0.220000 0.120000 1.000000 0 0
0.220000 0.140000 1.000000 0 0
0.220000 0.160000 1.000000 0 0
0.220000 0.180000 1.000000 0 0
0.220000 0.200000 1.000000 0 0
0.220000 0.220000 1.000000 0 0
0.220000 0.240000 1.000000 0 0
0.220000 0.260000 1.000000 0 0
0.220000 0.280000 1.000000 0 0
0.220000 0.300000 1.000000 0 0
0.220000 0.320000 1.000000 0 0
0.220000 0.340000 1.000000 0 0
0.220000 0.360000 1.000000 0 0
0.220000 0.380000 1.000000 0 0
0.220000 0.400000 1.000000 0 0
0.220000 0.420000 1.000000 0 0
0.220000 0.440000 1.000000 0 0
0.220000 0.460000 1.000000 0 0
0.220000 0.480000 1.000000 0 0
0.220000 0.500000 1.000000 0 0
0.220000 0.520000 1.000000 0 0
0.220000 0.540000 1.000000 0 0
0.220000 0.560000 1.000000 0 0
0.220000 0.580000 1.000000 0 0
0.220000 0.600000 1.000000 0 0
0.220000 0.620000 1.000000 0 0
0.220000 0.640000 1.000000 0 0
0.220000 0.660000 1.000000 0 0
0.220000 0.680000 1.000000 0 0
0.220000 0.700000 1.000000 0 0
0.220000 0.720000 1.000000 0 0
0.220000 0.740000 1.000000 0 0
0.220000 0.760000 1.000000 0 0
0.220000 0.780000 1.000000 0 0
0.220000 0.800000 1.000000 0 0
0.220000 0.820000 1.000000 0 0
0.220000 0.840000 1.000000 0 0
0.220000 0.860000 1.000000 0 0
0.220000 0.880000 1.000000 0 0
0.220000 0.900000 1.000000 0 0
0.220000 0.920000 1.000000 0 0
0.220000 0.940000 1.000000 0 0
0.220000 0.960000 1.000000 0 0
0.220000 0.980000 1.000000 0 0
0.220000 1.000000 1.000000 0 0
0.240000 0.000000 1.000000 0 0
0.240000 0.020000 1.000000 0 0
0.240000 0.040000 1.000000 0 0
0.240000 0.060000 1.000000 0 0
0.240000 0.080000 1.000000 0 0
0.240000 0.100000 1.000000 0 0
0.240000 0.120000 1.000000 0 0
0.240000 0.140000 1.000000 0 0
0.240000 0.160000 1.000000 0 0
0.240000 0.180000 1.000000 0 0
0.240000 0.200000 1.000000 0 0
0.240000 0.220000 1.000000 0 0
0.240000 0.240000 1.000000 0 0
0.240000 0.260000 1.000000 0 0
0.240000 0.280000 1.000000 0 0
0.240000 0.300000 1.000000 0 0
0.240000 0.320000 1.000000 0 0
0.240000 0.340000 1.000000 0 0
0.240000 0.360000 1.000000 0 0
0.240000 0.380000 1.000000 0 0
0.240000 0.400000 1.000000 0 0
0.240000 0.420000 1.000000 0 0
0.240000 0.440000 1.000000 0 0
0.240000 0.460000 1.000000 0 0
0.240000 0.480000 1.000000 0 0
0.240000 0.500000 1.000000 0 0
0.240000 0.520000 1.000000 0 0
0.240000 0.540000 1.000000 0 0
0.240000 0.560000 1.000000 0 0
0.240000 0.580000 1.000000 0 0
0.240000 0.600000 1.000000 0 0
0.240000 0.620000 1.000000 0 0
0.240000 0.640000 1.000000 0 0
0.240000 0.660000 1.000000 0 0
0.240000 0.680000 1.000000 0 0
0.240000 0.700000 1.000000 0 0
0.240000 0.720000 1.000000 0 0
0.240000 0.740000 1.000000 0 0
0.240000 0.760000 1.000000 0 0
0.240000 0.780000 1.000000 0 0
0.240000 0.800000 1.000000 0 0
0.240000 0.820000 1.000000 0 0
0.240000 0.840000 1.000000 0 0
0.240000 0.860000 1.000000 0 0
0.240000 0.880000 1.000000 0 0
0.240000 0.900000 1.000000 0 0
0.240000 0.920000 1.000000 0 0
0.240000 0.940000 1.000000 0 0
0.240000 0.960000 1.000000 0 0
0.240000 0.980000 1.000000 0 0
0.240000 1.000000 1.000000 0 0
0.260000 0.000000 1.000000 0 0
0.260000 0.020000 1.000000 0 0
0.260000 0.040000 1.000000 0 0
0.260000 0.060000 1.000000 0 0
0.260000 0.080000 1.000000 0 0
0.260000 0.100000 1.000000 0 0
0.260000 0.120000 1.000000 0 0
0.260000 0.140000 1.000000 0 0
0.260000 0.160000 1.000000 0 0
0.260000 0.180000 1.000000 0 0
0.260000 0.200000 1.000000 0 0
0.260000 0.220000 1.000000 0 0
0.260000 0.240000 1.000000 0 0
0.260000 0.260000 1.000000 0 0
0.260000 0.280000 1.000000 0 0
0.260000 0.300000 1.000000 0 0
0.260000 0.320000 1.000000 0 0
0.260000 0.340000 1.000000 0 0
0.260000 0.360000 1.000000 0 0
0.260000 0.380000 1.000000 0 0
0.260000 0.400000 1.000000 0 0
0.260000 0.420000 1.000000 0 0
0.260000 0.440000 1.000000 0 0
0.260000 0.460000 1.000000 0 0
0.260000 0.480000 1.000000 0 0
0.260000 0.500000 1.000000 0 0
0.260000 0.520000 1.000000 0 0
0.260000 0.540000 1.000000 0 0
0.260000 0.560000 1.000000 0 0
0.260000 0.580000 1.000000 0 0
0.260000 0.600000 1.000000 0 0
0.260000 0.620000 1.000000 0 0
0.260000 0.640000 1.000000 0 0
0.260000 0.660000 1.000000 0 0
0.260000 0.680000 1.000000 0 0
0.260000 0.700000 1.000000 0 0
0.260000 0.720000 1.000000 0 0
0.260000 0.740000 1.000000 0 0
0.260000 0.760000 1.000000 0 0
0.260000 0.780000 1.000000 0 0
0.260000 0.800000 1.000000 0 0
0.260000 0.820000 1.000000 0 0
0.260000 0.840000 1.000000 0 0
0.260000 0.860000 1.000000 0 0
0.260000 0.880000 1.000000 0 0
0.260000 0.900000 1.000000 0 0
0.260000 0.920000 1.000000 0 0
0.260000 0.940000 1.000000 0 0
0.260000 0.960000 1.000000 0 0
0.260000 0.980000 1.000000 0 0
0.260000 1.000000 1.000000 0 0
0.280000 0.000000 1.000000 0 0
0.280000 0.020000 1.000000 0 0
0.280000 0.040000 1.000000 0 0
0.280000 0.060000 1.000000 0 0
0.280000 0.080000 1.000000 0 0
0.280000 0.100000 1.000000 0 0
0.280000 0.120000 1.000000 0 0
0.280000 0.140000 1.000000 0 0
0.280000 0.160000 1.000000 0 0
0.280000 0.180000 1.000000 0 0
0.280000 0.200000 1.000000 0 0
0.280000 0.220000 1.000000 0 0
0.280000 0.240000 1.000000 0 0
0.280000 0.260000 1.000000 0 0
0.280000 0.280000 1.000000 0 0
0.280000 0.300000 1.000000 0 0
